,Country,Year,Density,
100,Bulgaria,2010,Population mid-year estimates (millions),7.59
100,Bulgaria,2010,Population mid-year estimates for males (millions),3.67
100,Bulgaria,2010,Population mid-year estimates for females (millions),3.92
100,Bulgaria,2010,Sex ratio (males per 100 females),93.6
100,Bulgaria,2010,Population aged 0 to 14 years old (percentage),13.7
100,Bulgaria,2010,Population aged 60+ years old (percentage),25.4
100,Bulgaria,2010,Population density,70
100,Bulgaria,2015,Population mid-year estimates (millions),7.31
100,Bulgaria,2015,Population mid-year estimates for males (millions),3.54
100,Bulgaria,2015,Population mid-year estimates for females (millions),3.77
100,Bulgaria,2015,Sex ratio (males per 100 females),94
100,Bulgaria,2015,Population aged 0 to 14 years old (percentage),14.1
100,Bulgaria,2015,Population aged 60+ years old (percentage),27.4
100,Bulgaria,2015,Population density,67.4
100,Bulgaria,2021,Population mid-year estimates (millions),6.89
100,Bulgaria,2021,Population mid-year estimates for males (millions),3.34
100,Bulgaria,2021,Population mid-year estimates for females (millions),3.55
100,Bulgaria,2021,Sex ratio (males per 100 females),94.2
100,Bulgaria,2021,Population aged 0 to 14 years old (percentage),14
100,Bulgaria,2021,Population aged 60+ years old (percentage),29.3
100,Bulgaria,2021,Population density,63.5
100,Bulgaria,2021,Surface area (thousand km2),110
100,Bulgaria,2022,Population mid-year estimates (millions),6.78
100,Bulgaria,2022,Population mid-year estimates for males (millions),3.29
100,Bulgaria,2022,Population mid-year estimates for females (millions),3.49
100,Bulgaria,2022,Sex ratio (males per 100 females),94.1
100,Bulgaria,2022,Population aged 0 to 14 years old (percentage),14
100,Bulgaria,2022,Population aged 60+ years old (percentage),29.2
100,Bulgaria,2022,Population density,62.6
854,Burkina Faso,2010,Population mid-year estimates (millions),16.12
854,Burkina Faso,2010,Population mid-year estimates for males (millions),8
854,Burkina Faso,2010,Population mid-year estimates for females (millions),8.12
854,Burkina Faso,2010,Sex ratio (males per 100 females),98.5
854,Burkina Faso,2010,Population aged 0 to 14 years old (percentage),45.6
854,Burkina Faso,2010,Population aged 60+ years old (percentage),4.2
854,Burkina Faso,2010,Population density,58.9
854,Burkina Faso,2015,Population mid-year estimates (millions),18.72
854,Burkina Faso,2015,Population mid-year estimates for males (millions),9.31
854,Burkina Faso,2015,Population mid-year estimates for females (millions),9.41
854,Burkina Faso,2015,Sex ratio (males per 100 females),98.9
854,Burkina Faso,2015,Population aged 0 to 14 years old (percentage),45.6
854,Burkina Faso,2015,Population aged 60+ years old (percentage),4.1
854,Burkina Faso,2015,Population density,68.4
854,Burkina Faso,2021,Population mid-year estimates (millions),22.1
854,Burkina Faso,2021,Population mid-year estimates for males (millions),11.01
854,Burkina Faso,2021,Population mid-year estimates for females (millions),11.09
854,Burkina Faso,2021,Sex ratio (males per 100 females),99.3
854,Burkina Faso,2021,Population aged 0 to 14 years old (percentage),44.1
854,Burkina Faso,2021,Population aged 60+ years old (percentage),4.1
854,Burkina Faso,2021,Population density,80.8
854,Burkina Faso,2021,Surface area (thousand km2),274
854,Burkina Faso,2022,Population mid-year estimates (millions),22.67
854,Burkina Faso,2022,Population mid-year estimates for males (millions),11.3
854,Burkina Faso,2022,Population mid-year estimates for females (millions),11.37
854,Burkina Faso,2022,Sex ratio (males per 100 females),99.3
854,Burkina Faso,2022,Population aged 0 to 14 years old (percentage),43.7
854,Burkina Faso,2022,Population aged 60+ years old (percentage),4.1
854,Burkina Faso,2022,Population density,82.9
108,Burundi,2010,Population mid-year estimates (millions),9.13
108,Burundi,2010,Population mid-year estimates for males (millions),4.52
108,Burundi,2010,Population mid-year estimates for females (millions),4.61
108,Burundi,2010,Sex ratio (males per 100 females),97.9
108,Burundi,2010,Population aged 0 to 14 years old (percentage),44.9
108,Burundi,2010,Population aged 60+ years old (percentage),3.7
108,Burundi,2010,Population density,351.7
108,Burundi,2015,Population mid-year estimates (millions),10.73
108,Burundi,2015,Population mid-year estimates for males (millions),5.32
108,Burundi,2015,Population mid-year estimates for females (millions),5.41
108,Burundi,2015,Sex ratio (males per 100 females),98.4
108,Burundi,2015,Population aged 0 to 14 years old (percentage),46.8
108,Burundi,2015,Population aged 60+ years old (percentage),3.8
108,Burundi,2015,Population density,413.4
108,Burundi,2021,Population mid-year estimates (millions),12.55
108,Burundi,2021,Population mid-year estimates for males (millions),6.23
108,Burundi,2021,Population mid-year estimates for females (millions),6.32
108,Burundi,2021,Sex ratio (males per 100 females),98.6
108,Burundi,2021,Population aged 0 to 14 years old (percentage),46.3
108,Burundi,2021,Population aged 60+ years old (percentage),3.9
108,Burundi,2021,Population density,483.7
108,Burundi,2021,Surface area (thousand km2),28
108,Burundi,2022,Population mid-year estimates (millions),12.89
108,Burundi,2022,Population mid-year estimates for males (millions),6.4
108,Burundi,2022,Population mid-year estimates for females (millions),6.49
108,Burundi,2022,Sex ratio (males per 100 females),98.6
108,Burundi,2022,Population aged 0 to 14 years old (percentage),45.8
108,Burundi,2022,Population aged 60+ years old (percentage),3.8
108,Burundi,2022,Population density,496.7
132,Cabo Verde,2010,Population mid-year estimates (millions),0.52
132,Cabo Verde,2010,Population mid-year estimates for males (millions),0.26
132,Cabo Verde,2010,Population mid-year estimates for females (millions),0.26
132,Cabo Verde,2010,Sex ratio (males per 100 females),99.2
132,Cabo Verde,2010,Population aged 0 to 14 years old (percentage),32
132,Cabo Verde,2010,Population aged 60+ years old (percentage),7.6
132,Cabo Verde,2010,Population density,129.3
132,Cabo Verde,2015,Population mid-year estimates (millions),0.55
132,Cabo Verde,2015,Population mid-year estimates for males (millions),0.27
132,Cabo Verde,2015,Population mid-year estimates for females (millions),0.28
132,Cabo Verde,2015,Sex ratio (males per 100 females),99
132,Cabo Verde,2015,Population aged 0 to 14 years old (percentage),29.1
132,Cabo Verde,2015,Population aged 60+ years old (percentage),7.4
132,Cabo Verde,2015,Population density,137
132,Cabo Verde,2021,Population mid-year estimates (millions),0.59
132,Cabo Verde,2021,Population mid-year estimates for males (millions),0.29
132,Cabo Verde,2021,Population mid-year estimates for females (millions),0.3
132,Cabo Verde,2021,Sex ratio (males per 100 females),98.9
132,Cabo Verde,2021,Population aged 0 to 14 years old (percentage),26.6
132,Cabo Verde,2021,Population aged 60+ years old (percentage),8.5
132,Cabo Verde,2021,Population density,145.9
132,Cabo Verde,2021,Surface area (thousand km2),4
132,Cabo Verde,2022,Population mid-year estimates (millions),0.59
132,Cabo Verde,2022,Population mid-year estimates for males (millions),0.29
132,Cabo Verde,2022,Population mid-year estimates for females (millions),0.3
132,Cabo Verde,2022,Sex ratio (males per 100 females),98.9
132,Cabo Verde,2022,Population aged 0 to 14 years old (percentage),26.2
132,Cabo Verde,2022,Population aged 60+ years old (percentage),8.7
132,Cabo Verde,2022,Population density,147.2
116,Cambodia,2010,Population mid-year estimates (millions),14.36
116,Cambodia,2010,Population mid-year estimates for males (millions),7.1
116,Cambodia,2010,Population mid-year estimates for females (millions),7.26
116,Cambodia,2010,Sex ratio (males per 100 females),97.9
116,Cambodia,2010,Population aged 0 to 14 years old (percentage),32.1
116,Cambodia,2010,Population aged 60+ years old (percentage),5.7
116,Cambodia,2010,Population density,79.3
116,Cambodia,2015,Population mid-year estimates (millions),15.42
116,Cambodia,2015,Population mid-year estimates for males (millions),7.63
116,Cambodia,2015,Population mid-year estimates for females (millions),7.79
116,Cambodia,2015,Sex ratio (males per 100 females),98
116,Cambodia,2015,Population aged 0 to 14 years old (percentage),30.9
116,Cambodia,2015,Population aged 60+ years old (percentage),7
116,Cambodia,2015,Population density,85.2
116,Cambodia,2021,Population mid-year estimates (millions),16.59
116,Cambodia,2021,Population mid-year estimates for males (millions),8.21
116,Cambodia,2021,Population mid-year estimates for females (millions),8.38
116,Cambodia,2021,Sex ratio (males per 100 females),98
116,Cambodia,2021,Population aged 0 to 14 years old (percentage),29.3
116,Cambodia,2021,Population aged 60+ years old (percentage),9.3
116,Cambodia,2021,Population density,91.6
116,Cambodia,2021,Surface area (thousand km2),181
116,Cambodia,2022,Population mid-year estimates (millions),16.77
116,Cambodia,2022,Population mid-year estimates for males (millions),8.3
116,Cambodia,2022,Population mid-year estimates for females (millions),8.47
116,Cambodia,2022,Sex ratio (males per 100 females),98
116,Cambodia,2022,Population aged 0 to 14 years old (percentage),28.9
116,Cambodia,2022,Population aged 60+ years old (percentage),9.7
116,Cambodia,2022,Population density,92.6
120,Cameroon,2010,Population mid-year estimates (millions),19.88
120,Cameroon,2010,Population mid-year estimates for males (millions),9.89
120,Cameroon,2010,Population mid-year estimates for females (millions),9.99
120,Cameroon,2010,Sex ratio (males per 100 females),99
120,Cameroon,2010,Population aged 0 to 14 years old (percentage),43.8
120,Cameroon,2010,Population aged 60+ years old (percentage),4.5
120,Cameroon,2010,Population density,42.7
120,Cameroon,2015,Population mid-year estimates (millions),23.01
120,Cameroon,2015,Population mid-year estimates for males (millions),11.46
120,Cameroon,2015,Population mid-year estimates for females (millions),11.55
120,Cameroon,2015,Sex ratio (males per 100 females),99.3
120,Cameroon,2015,Population aged 0 to 14 years old (percentage),43.3
120,Cameroon,2015,Population aged 60+ years old (percentage),4.3
120,Cameroon,2015,Population density,49.4
120,Cameroon,2021,Population mid-year estimates (millions),27.2
120,Cameroon,2021,Population mid-year estimates for males (millions),13.56
120,Cameroon,2021,Population mid-year estimates for females (millions),13.63
120,Cameroon,2021,Sex ratio (males per 100 females),99.5
120,Cameroon,2021,Population aged 0 to 14 years old (percentage),42.4
120,Cameroon,2021,Population aged 60+ years old (percentage),4.2
120,Cameroon,2021,Population density,58.4
120,Cameroon,2021,Surface area (thousand km2),476
120,Cameroon,2022,Population mid-year estimates (millions),27.91
120,Cameroon,2022,Population mid-year estimates for males (millions),13.92
120,Cameroon,2022,Population mid-year estimates for females (millions),13.99
120,Cameroon,2022,Sex ratio (males per 100 females),99.5
120,Cameroon,2022,Population aged 0 to 14 years old (percentage),42.2
120,Cameroon,2022,Population aged 60+ years old (percentage),4.2
120,Cameroon,2022,Population density,59.9
124,Canada,2010,Population mid-year estimates (millions),33.96
124,Canada,2010,Population mid-year estimates for males (millions),16.83
124,Canada,2010,Population mid-year estimates for females (millions),17.13
124,Canada,2010,Sex ratio (males per 100 females),98.3
124,Canada,2010,Population aged 0 to 14 years old (percentage),16.6
124,Canada,2010,Population aged 60+ years old (percentage),19.9
124,Canada,2010,Population density,3.7
124,Canada,2015,Population mid-year estimates (millions),35.73
124,Canada,2015,Population mid-year estimates for males (millions),17.73
124,Canada,2015,Population mid-year estimates for females (millions),18
124,Canada,2015,Sex ratio (males per 100 females),98.5
124,Canada,2015,Population aged 0 to 14 years old (percentage),16.2
124,Canada,2015,Population aged 60+ years old (percentage),22.3
124,Canada,2015,Population density,3.9
124,Canada,2021,Population mid-year estimates (millions),38.16
124,Canada,2021,Population mid-year estimates for males (millions),18.96
124,Canada,2021,Population mid-year estimates for females (millions),19.2
124,Canada,2021,Sex ratio (males per 100 females),98.8
124,Canada,2021,Population aged 0 to 14 years old (percentage),15.7
124,Canada,2021,Population aged 60+ years old (percentage),25.3
124,Canada,2021,Population density,4.2
124,Canada,2021,Surface area (thousand km2),"9,985"
124,Canada,2022,Population mid-year estimates (millions),38.45
124,Canada,2022,Population mid-year estimates for males (millions),19.11
124,Canada,2022,Population mid-year estimates for females (millions),19.34
124,Canada,2022,Sex ratio (males per 100 females),98.8
124,Canada,2022,Population aged 0 to 14 years old (percentage),15.6
124,Canada,2022,Population aged 60+ years old (percentage),25.9
124,Canada,2022,Population density,4.2
136,Cayman Islands,2010,Population mid-year estimates (millions),0.05
